Date,Exercise,Category,Weight_lbs,Reps,Volume,1RM,Workout_Type
1/28/2023,Barbell Squat,Legs,55,5,275,61.88118812,Hypertrophy
1/28/2023,Barbell Squat,Legs,60,5,300,67.50675068,Hypertrophy
1/28/2023,Barbell Squat,Legs,60,5,300,67.50675068,Hypertrophy
1/28/2023,Barbell Squat,Legs,60,5,300,67.50675068,Hypertrophy
1/28/2023,Barbell Squat,Legs,60,5,300,67.50675068,Hypertrophy
1/30/2023,Barbell Row,Pull,65,5,325,73.13231323,Strength
1/30/2023,Barbell Row,Pull,67.5,5,337.5,75.94509451,Strength
1/30/2023,Barbell Row,Pull,67.5,5,337.5,75.94509451,Strength
1/30/2023,Barbell Row,Pull,67.5,5,337.5,75.94509451,Strength
1/30/2023,Barbell Row,Pull,70,5,350,78.75787579,Strength
1/30/2023,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
1/30/2023,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
1/30/2023,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
1/30/2023,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
1/30/2023,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
1/31/2023,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
1/31/2023,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
1/31/2023,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
1/31/2023,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
1/31/2023,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
2/2/2023,Barbell Overhead Press,Push,45.5,3,136.5,48.17873782,Strength
2/2/2023,Barbell Overhead Press,Push,45.5,4,182,49.63997382,Strength
2/2/2023,Barbell Overhead Press,Push,45.5,5,227.5,51.19261926,Strength
2/2/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
2/2/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
2/4/2023,Barbell Squat,Legs,65,3,195,68.82676832,Strength
2/4/2023,Barbell Squat,Legs,65,4,260,70.91424831,Strength
2/4/2023,Barbell Squat,Legs,65,5,325,73.13231323,Strength
2/4/2023,Barbell Squat,Legs,70,3,210,74.12113511,Strength
2/4/2023,Barbell Squat,Legs,70,3,210,74.12113511,Strength
2/10/2023,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
2/10/2023,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
2/10/2023,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
2/10/2023,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
2/10/2023,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
2/13/2023,Barbell Row,Pull,53,10,530,70.68551614,Hypertrophy
2/13/2023,Barbell Row,Pull,53,10,530,70.68551614,Hypertrophy
2/13/2023,Barbell Row,Pull,58,8,464,72.01390613,Hypertrophy
2/13/2023,Barbell Row,Pull,58,10,580,77.35396106,Hypertrophy
2/13/2023,Barbell Overhead Press,Push,40.5,8,324,50.28557239,Hypertrophy
2/13/2023,Barbell Overhead Press,Push,40.5,8,324,50.28557239,Hypertrophy
2/13/2023,Barbell Overhead Press,Push,38,10,380,50.68018138,Hypertrophy
2/13/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
2/14/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
2/14/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
2/14/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
2/14/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
2/16/2023,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
2/16/2023,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
2/16/2023,Barbell Bench Press,Push,55,10,550,73.35289411,Hypertrophy
2/16/2023,Barbell Bench Press,Push,55,10,550,73.35289411,Hypertrophy
2/17/2023,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
2/17/2023,Barbell Deadlift,Hinge,95,10,950,126.7004535,Hypertrophy
2/17/2023,Barbell Deadlift,Hinge,95,12,1140,136.8481706,Hypertrophy
2/17/2023,Barbell Deadlift,Hinge,95,12,1140,136.8481706,Hypertrophy
2/20/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
2/20/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
2/20/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
2/20/2023,Barbell Overhead Press,Push,40.5,8,324,50.28557239,Hypertrophy
2/21/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
2/21/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
2/21/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
2/21/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
2/25/2023,Barbell Deadlift,Hinge,85,10,850,113.3635636,Hypertrophy
2/25/2023,Barbell Deadlift,Hinge,85,10,850,113.3635636,Hypertrophy
2/25/2023,Barbell Deadlift,Hinge,90,10,900,120.0320085,Hypertrophy
2/25/2023,Barbell Deadlift,Hinge,90,10,900,120.0320085,Hypertrophy
2/27/2023,Barbell Bench Press,Push,50,10,500,66.68444919,Hypertrophy
2/27/2023,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
2/27/2023,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
2/27/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
2/28/2023,Barbell Squat,Legs,55,9,495,70.73045267,Hypertrophy
2/28/2023,Barbell Squat,Legs,55,9,495,70.73045267,Hypertrophy
2/28/2023,Barbell Squat,Legs,55,9,495,70.73045267,Hypertrophy
2/28/2023,Barbell Squat,Legs,55,9,495,70.73045267,Hypertrophy
3/3/2023,Barbell Overhead Press,Push,38,10,380,50.68018138,Hypertrophy
3/3/2023,Barbell Overhead Press,Push,38,10,380,50.68018138,Hypertrophy
3/3/2023,Barbell Overhead Press,Push,40.5,10,405,54.01440384,Hypertrophy
3/3/2023,Barbell Overhead Press,Push,40.5,10,405,54.01440384,Hypertrophy
3/4/2023,Barbell Deadlift,Hinge,85,10,850,113.3635636,Hypertrophy
3/4/2023,Barbell Deadlift,Hinge,85,10,850,113.3635636,Hypertrophy
3/4/2023,Barbell Deadlift,Hinge,85,10,850,113.3635636,Hypertrophy
3/4/2023,Barbell Deadlift,Hinge,85,12,1020,122.4431,Hypertrophy
3/6/2023,Barbell Bench Press,Push,50,10,500,66.68444919,Hypertrophy
3/6/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
3/6/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
3/6/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
3/7/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
3/7/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
3/7/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
3/7/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
3/10/2023,Barbell Overhead Press,Push,38,10,380,50.68018138,Hypertrophy
3/10/2023,Barbell Overhead Press,Push,40.5,8,324,50.28557239,Hypertrophy
3/10/2023,Barbell Overhead Press,Push,40.5,10,405,54.01440384,Hypertrophy
3/10/2023,Barbell Overhead Press,Push,40.5,10,405,54.01440384,Hypertrophy
3/13/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
3/13/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
3/13/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
3/13/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
3/13/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
3/13/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
3/13/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
3/13/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
3/14/2023,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
3/14/2023,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
3/14/2023,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
3/14/2023,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
3/16/2023,Barbell Overhead Press,Push,38,8,304,47.18152471,Hypertrophy
3/16/2023,Barbell Overhead Press,Push,40.5,8,324,50.28557239,Hypertrophy
3/16/2023,Barbell Overhead Press,Push,40.5,10,405,54.01440384,Hypertrophy
3/16/2023,Barbell Overhead Press,Push,40.5,10,405,54.01440384,Hypertrophy
3/17/2023,Barbell Deadlift,Hinge,85,8,680,105.5376211,Hypertrophy
3/17/2023,Barbell Deadlift,Hinge,85,10,850,113.3635636,Hypertrophy
3/17/2023,Barbell Deadlift,Hinge,85,10,850,113.3635636,Hypertrophy
3/17/2023,Barbell Deadlift,Hinge,85,12,1020,122.4431,Hypertrophy
3/17/2023,Barbell Squat,Legs,45,10,450,60.01600427,Hypertrophy
3/17/2023,Barbell Squat,Legs,55,6,330,63.87921022,Hypertrophy
3/17/2023,Barbell Squat,Legs,55,7,385,66.01056169,Hypertrophy
3/17/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
3/24/2023,Barbell Squat,Legs,45,12,540,64.82281763,Hypertrophy
3/24/2023,Barbell Squat,Legs,50,10,500,66.68444919,Hypertrophy
3/24/2023,Barbell Squat,Legs,50,10,500,66.68444919,Hypertrophy
3/24/2023,Barbell Squat,Legs,45,12,540,64.82281763,Hypertrophy
3/28/2023,Barbell Row,Pull,55,5,275,61.88118812,Hypertrophy
3/28/2023,Barbell Row,Pull,65,4,260,70.91424831,Hypertrophy
3/28/2023,Barbell Row,Pull,65,4,260,70.91424831,Hypertrophy
3/28/2023,Barbell Row,Pull,65,4,260,70.91424831,Hypertrophy
3/28/2023,Barbell Row,Pull,65,5,325,73.13231323,Hypertrophy
3/28/2023,Barbell Bench Press,Push,55,5,275,61.88118812,Hypertrophy
3/28/2023,Barbell Bench Press,Push,55,5,275,61.88118812,Hypertrophy
3/28/2023,Barbell Bench Press,Push,60,3,180,63.53240152,Hypertrophy
3/28/2023,Barbell Bench Press,Push,60,3,180,63.53240152,Hypertrophy
3/28/2023,Barbell Bench Press,Push,60,4,240,65.45930613,Hypertrophy
3/29/2023,Barbell Squat,Legs,65,3,195,68.82676832,Hypertrophy
3/29/2023,Barbell Squat,Legs,65,3,195,68.82676832,Hypertrophy
3/29/2023,Barbell Squat,Legs,65,4,260,70.91424831,Hypertrophy
3/29/2023,Barbell Squat,Legs,65,4,260,70.91424831,Hypertrophy
3/29/2023,Barbell Squat,Legs,70,3,210,74.12113511,Hypertrophy
3/31/2023,Barbell Overhead Press,Push,38,5,190,42.75427543,Hypertrophy
3/31/2023,Barbell Overhead Press,Push,43,4,172,46.91250273,Hypertrophy
3/31/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Hypertrophy
3/31/2023,Barbell Overhead Press,Push,45.5,3,136.5,48.17873782,Hypertrophy
3/31/2023,Barbell Overhead Press,Push,45.5,4,182,49.63997382,Hypertrophy
4/1/2023,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
4/1/2023,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
4/1/2023,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
4/1/2023,Barbell Deadlift,Hinge,105,4,420,114.5537857,Strength
4/1/2023,Barbell Deadlift,Hinge,110,2,220,113.1454433,Strength
4/3/2023,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
4/3/2023,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
4/3/2023,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
4/3/2023,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
4/3/2023,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
4/3/2023,Barbell Row,Pull,65,4,260,70.91424831,Strength
4/3/2023,Barbell Row,Pull,65,4,260,70.91424831,Strength
4/3/2023,Barbell Row,Pull,65,4,260,70.91424831,Strength
4/3/2023,Barbell Row,Pull,65,4,260,70.91424831,Strength
4/3/2023,Barbell Row,Pull,65,4,260,70.91424831,Strength
4/4/2023,Barbell Squat,Legs,65,3,195,68.82676832,Strength
4/4/2023,Barbell Squat,Legs,65,3,195,68.82676832,Strength
4/4/2023,Barbell Squat,Legs,70,3,210,74.12113511,Strength
4/4/2023,Barbell Squat,Legs,70,3,210,74.12113511,Strength
4/4/2023,Barbell Squat,Legs,75,2,150,77.14462045,Strength
4/7/2023,Barbell Overhead Press,Push,38,5,190,42.75427543,Strength
4/7/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/7/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/7/2023,Barbell Overhead Press,Push,45.5,4,182,49.63997382,Strength
4/7/2023,Barbell Overhead Press,Push,45.5,5,227.5,51.19261926,Strength
4/10/2023,Barbell Row,Pull,65,5,325,73.13231323,Strength
4/10/2023,Barbell Row,Pull,67.5,4,270,73.6417194,Strength
4/10/2023,Barbell Row,Pull,67.5,4,270,73.6417194,Strength
4/10/2023,Barbell Row,Pull,67.5,4,270,73.6417194,Strength
4/10/2023,Barbell Row,Pull,67.5,4,270,73.6417194,Strength
4/10/2023,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
4/10/2023,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
4/10/2023,Barbell Bench Press,Push,65,2,130,66.85867106,Strength
4/10/2023,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
4/10/2023,Barbell Bench Press,Push,62.5,3,187.5,66.17958492,Strength
4/11/2023,Barbell Squat,Legs,65,3,195,68.82676832,Strength
4/11/2023,Barbell Squat,Legs,70,3,210,74.12113511,Strength
4/11/2023,Barbell Squat,Legs,70,3,210,74.12113511,Strength
4/11/2023,Barbell Squat,Legs,75,2,150,77.14462045,Strength
4/11/2023,Barbell Squat,Legs,75,3,225,79.41550191,Strength
4/13/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/13/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/13/2023,Barbell Overhead Press,Push,45.5,4,182,49.63997382,Strength
4/13/2023,Barbell Overhead Press,Push,45.5,4,182,49.63997382,Strength
4/13/2023,Barbell Overhead Press,Push,48,3,144,50.82592122,Strength
4/14/2023,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
4/14/2023,Barbell Deadlift,Hinge,105,4,420,114.5537857,Strength
4/14/2023,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
4/14/2023,Barbell Deadlift,Hinge,115,2,230,118.288418,Strength
4/14/2023,Barbell Deadlift,Hinge,120,1,120,120,Strength
4/17/2023,Barbell Row,Pull,65,5,325,73.13231323,Strength
4/17/2023,Barbell Row,Pull,65,5,325,73.13231323,Strength
4/17/2023,Barbell Row,Pull,67.5,5,337.5,75.94509451,Strength
4/17/2023,Barbell Row,Pull,67.5,5,337.5,75.94509451,Strength
4/17/2023,Barbell Row,Pull,70,4,280,76.36919049,Strength
4/17/2023,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
4/17/2023,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
4/17/2023,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
4/17/2023,Barbell Bench Press,Push,65,2,130,66.85867106,Strength
4/17/2023,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
4/18/2023,Barbell Squat,Legs,65,5,325,73.13231323,Strength
4/18/2023,Barbell Squat,Legs,70,3,210,74.12113511,Strength
4/18/2023,Barbell Squat,Legs,70,4,280,76.36919049,Strength
4/18/2023,Barbell Squat,Legs,75,3,225,79.41550191,Strength
4/18/2023,Barbell Squat,Legs,75,3,225,79.41550191,Strength
4/21/2023,Barbell Overhead Press,Push,38,5,190,42.75427543,Strength
4/21/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/21/2023,Barbell Overhead Press,Push,43,4,172,46.91250273,Strength
4/21/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/21/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/22/2023,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
4/22/2023,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
4/22/2023,Barbell Deadlift,Hinge,100,4,400,109.0988436,Strength
4/22/2023,Barbell Deadlift,Hinge,105,3,315,111.1817027,Strength
4/22/2023,Barbell Deadlift,Hinge,110,2,220,113.1454433,Strength
4/25/2023,Barbell Row,Pull,67.5,5,337.5,75.94509451,Strength
4/25/2023,Barbell Row,Pull,67.5,5,337.5,75.94509451,Strength
4/25/2023,Barbell Row,Pull,70,4,280,76.36919049,Strength
4/25/2023,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
4/25/2023,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
4/25/2023,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
4/25/2023,Barbell Bench Press,Push,65,3,195,68.82676832,Strength
4/25/2023,Barbell Row,Pull,70,4,280,76.36919049,Strength
4/25/2023,Barbell Row,Pull,72.5,3,217.5,76.76831851,Strength
4/25/2023,Barbell Bench Press,Push,67.5,1,67.5,67.5,Strength
4/26/2023,Barbell Squat,Legs,65,5,325,73.13231323,Strength
4/26/2023,Barbell Squat,Legs,70,4,280,76.36919049,Strength
4/26/2023,Barbell Squat,Legs,75,3,225,79.41550191,Strength
4/26/2023,Barbell Squat,Legs,75,3,225,79.41550191,Strength
4/26/2023,Barbell Squat,Legs,75,3,225,79.41550191,Strength
4/28/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/28/2023,Barbell Overhead Press,Push,43,5,215,48.37983798,Strength
4/28/2023,Barbell Overhead Press,Push,45.5,4,182,49.63997382,Strength
4/28/2023,Barbell Overhead Press,Push,48,3,144,50.82592122,Strength
4/28/2023,Barbell Overhead Press,Push,48,5,240,54.00540054,Strength
4/29/2023,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
4/29/2023,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
4/29/2023,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
4/29/2023,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
4/29/2023,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
5/6/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
5/6/2023,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
5/6/2023,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
5/6/2023,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
5/9/2023,Barbell Row,Pull,55,8,440,68.28904892,Hypertrophy
5/9/2023,Barbell Row,Pull,55,10,550,73.35289411,Hypertrophy
5/9/2023,Barbell Row,Pull,55,10,550,73.35289411,Hypertrophy
5/9/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
5/9/2023,Barbell Bench Press,Push,50,8,400,62.08095356,Hypertrophy
5/9/2023,Barbell Bench Press,Push,50,10,500,66.68444919,Hypertrophy
5/9/2023,Barbell Bench Press,Push,50,10,500,66.68444919,Hypertrophy
5/9/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
5/10/2023,Barbell Squat,Legs,45,12,540,64.82281763,Hypertrophy
5/10/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
5/10/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
5/10/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
5/11/2023,Barbell Overhead Press,Push,33,12,396,47.53673293,Hypertrophy
5/11/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
5/11/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
5/11/2023,Barbell Overhead Press,Push,43,8,344,53.38962006,Hypertrophy
5/12/2023,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
5/12/2023,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
5/12/2023,Barbell Deadlift,Hinge,95,10,950,126.7004535,Hypertrophy
5/12/2023,Barbell Deadlift,Hinge,95,10,950,126.7004535,Hypertrophy
5/15/2023,Barbell Row,Pull,55,10,550,73.35289411,Hypertrophy
5/15/2023,Barbell Row,Pull,55,10,550,73.35289411,Hypertrophy
5/15/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
5/15/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
5/15/2023,Barbell Bench Press,Push,50,10,500,66.68444919,Hypertrophy
5/15/2023,Barbell Bench Press,Push,50,10,500,66.68444919,Hypertrophy
5/15/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
5/15/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
5/16/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
5/16/2023,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
5/16/2023,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
5/16/2023,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
5/18/2023,Barbell Overhead Press,Push,33,14,462,51.67554024,Hypertrophy
5/18/2023,Barbell Overhead Press,Push,38,10,380,50.68018138,Hypertrophy
5/18/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
5/18/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
5/19/2023,Barbell Deadlift,Hinge,75,12,900,108.0380294,Hypertrophy
5/19/2023,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
5/19/2023,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
5/19/2023,Barbell Deadlift,Hinge,95,10,950,126.7004535,Hypertrophy
5/23/2023,Barbell Row,Pull,55,10,550,73.35289411,Hypertrophy
5/23/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
5/23/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
5/23/2023,Barbell Row,Pull,60,10,600,80.02133902,Hypertrophy
5/23/2023,Barbell Bench Press,Push,45,12,540,64.82281763,Hypertrophy
5/23/2023,Barbell Bench Press,Push,50,8,400,62.08095356,Hypertrophy
5/23/2023,Barbell Bench Press,Push,50,10,500,66.68444919,Hypertrophy
5/23/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
5/24/2023,Barbell Squat,Legs,45,12,540,64.82281763,Hypertrophy
5/24/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
5/24/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
5/24/2023,Barbell Squat,Legs,55,12,660,79.22788822,Hypertrophy
5/26/2023,Barbell Overhead Press,Push,33,14,462,51.67554024,Hypertrophy
5/26/2023,Barbell Overhead Press,Push,38,10,380,50.68018138,Hypertrophy
5/26/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
5/26/2023,Barbell Overhead Press,Push,38,14,532,59.50516755,Hypertrophy
5/27/2023,Barbell Squat,Legs,65,5,325,73.13231323,Hypertrophy
5/27/2023,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
5/27/2023,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
5/27/2023,Barbell Squat,Legs,65,7,455,78.012482,Hypertrophy
5/27/2023,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
5/27/2023,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
5/27/2023,Barbell Deadlift,Hinge,100,8,800,124.1619071,Hypertrophy
5/27/2023,Barbell Deadlift,Hinge,105,8,840,130.3700025,Hypertrophy
5/30/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
5/30/2023,Barbell Row,Pull,55,12,660,79.22788822,Hypertrophy
5/30/2023,Barbell Row,Pull,60,10,600,80.02133902,Hypertrophy
5/30/2023,Barbell Row,Pull,60,10,600,80.02133902,Hypertrophy
5/30/2023,Barbell Bench Press,Push,50,10,500,66.68444919,Hypertrophy
5/30/2023,Barbell Bench Press,Push,50,12,600,72.02535292,Hypertrophy
5/30/2023,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
5/30/2023,Barbell Bench Press,Push,55,10,550,73.35289411,Hypertrophy
5/31/2023,Barbell Squat,Legs,55,8,440,68.28904892,Hypertrophy
5/31/2023,Barbell Squat,Legs,55,10,550,73.35289411,Hypertrophy
5/31/2023,Barbell Squat,Legs,55,12,660,79.22788822,Hypertrophy
5/31/2023,Barbell Squat,Legs,60,12,720,86.43042351,Hypertrophy
6/2/2023,Barbell Overhead Press,Push,38,10,380,50.68018138,Hypertrophy
6/2/2023,Barbell Overhead Press,Push,38,12,456,54.73926822,Hypertrophy
6/2/2023,Barbell Overhead Press,Push,40.5,8,324,50.28557239,Hypertrophy
6/2/2023,Barbell Overhead Press,Push,40.5,10,405,54.01440384,Hypertrophy
6/3/2023,Barbell Deadlift,Hinge,85,12,1020,122.4431,Hypertrophy
6/3/2023,Barbell Deadlift,Hinge,85,12,1020,122.4431,Hypertrophy
6/3/2023,Barbell Deadlift,Hinge,85,12,1020,122.4431,Hypertrophy
6/3/2023,Barbell Deadlift,Hinge,95,10,950,126.7004535,Hypertrophy
