Date,Exercise,Category,Weight_lbs,Reps,Volume,1RM,Workout_Type
6/5/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/5/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/5/2022,Barbell Overhead Press,Push,50,4,200,54.54942178,Strength
6/5/2022,Barbell Row,Pull,50,5,250,56.25562556,Strength
6/5/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
6/5/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
6/5/2022,Barbell Bench Press,Push,50,5,250,56.25562556,Strength
6/5/2022,Barbell Bench Press,Push,50,5,250,56.25562556,Strength
6/5/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
6/7/2022,Barbell Deadlift,Hinge,85,4,340,92.73401702,Strength
6/7/2022,Barbell Deadlift,Hinge,85,4,340,92.73401702,Strength
6/7/2022,Barbell Deadlift,Hinge,85,4,340,92.73401702,Strength
6/7/2022,Barbell Deadlift,Hinge,95,2,190,97.71651923,Strength
6/7/2022,Barbell Squat,Legs,45,5,225,50.63006301,Strength
6/7/2022,Barbell Squat,Legs,50,5,250,56.25562556,Strength
6/7/2022,Barbell Squat,Legs,55,5,275,61.88118812,Strength
6/7/2022,Barbell Squat,Legs,60,3,180,63.53240152,Strength
6/9/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/9/2022,Barbell Overhead Press,Push,50,4,200,54.54942178,Strength
6/9/2022,Barbell Overhead Press,Push,50,4,200,54.54942178,Strength
6/9/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
6/9/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
6/9/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
6/9/2022,Barbell Bench Press,Push,50,5,250,56.25562556,Strength
6/9/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
6/9/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
6/9/2022,Barbell Overhead Press,Push,45,6,270,52.26480836,Strength
6/9/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
6/9/2022,Barbell Bench Press,Push,50,6,300,58.07200929,Strength
6/11/2022,Barbell Deadlift,Hinge,75,5,375,84.38343834,Strength
6/11/2022,Barbell Deadlift,Hinge,80,5,400,90.0090009,Strength
6/11/2022,Barbell Deadlift,Hinge,80,5,400,90.0090009,Strength
6/11/2022,Barbell Deadlift,Hinge,80,5,400,90.0090009,Strength
6/11/2022,Barbell Deadlift,Hinge,85,5,425,95.63456346,Strength
6/11/2022,Barbell Squat,Legs,50,5,250,56.25562556,Strength
6/11/2022,Barbell Squat,Legs,50,5,250,56.25562556,Strength
6/11/2022,Barbell Squat,Legs,55,5,275,61.88118812,Strength
6/11/2022,Barbell Squat,Legs,55,5,275,61.88118812,Strength
6/11/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/12/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/12/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/12/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/12/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/12/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
6/12/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
6/12/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
6/12/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
6/12/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
6/12/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
6/12/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
6/12/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
6/12/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/12/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
6/12/2022,Barbell Bench Press,Push,55,5,275,61.88118812,Strength
6/15/2022,Barbell Deadlift,Hinge,88,5,440,99.00990099,Strength
6/15/2022,Barbell Deadlift,Hinge,88,5,440,99.00990099,Strength
6/15/2022,Barbell Deadlift,Hinge,88,5,440,99.00990099,Strength
6/15/2022,Barbell Deadlift,Hinge,88,5,440,99.00990099,Strength
6/15/2022,Barbell Squat,Legs,55,5,275,61.88118812,Strength
6/15/2022,Barbell Squat,Legs,55,5,275,61.88118812,Strength
6/15/2022,Barbell Squat,Legs,55,5,275,61.88118812,Strength
6/15/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/15/2022,Barbell Deadlift,Hinge,83,8,664,103.0543829,Strength
6/15/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/18/2022,Barbell Deadlift,Hinge,90,5,450,101.260126,Strength
6/18/2022,Barbell Deadlift,Hinge,90,5,450,101.260126,Strength
6/18/2022,Barbell Deadlift,Hinge,90,5,450,101.260126,Strength
6/18/2022,Barbell Deadlift,Hinge,95,3,285,100.5929691,Strength
6/18/2022,Barbell Deadlift,Hinge,95,3,285,100.5929691,Strength
6/18/2022,Barbell Squat,Legs,55,5,275,61.88118812,Strength
6/18/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/18/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/18/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/18/2022,Barbell Squat,Legs,55,5,275,61.88118812,Strength
6/19/2022,Barbell Bench Press,Push,55,6,330,63.87921022,Strength
6/19/2022,Barbell Bench Press,Push,55,6,330,63.87921022,Strength
6/19/2022,Barbell Bench Press,Push,55,6,330,63.87921022,Strength
6/19/2022,Barbell Bench Press,Push,55,6,330,63.87921022,Strength
6/19/2022,Barbell Row,Pull,60,6,360,69.68641115,Strength
6/19/2022,Barbell Row,Pull,60,6,360,69.68641115,Strength
6/19/2022,Barbell Row,Pull,60,6,360,69.68641115,Strength
6/19/2022,Barbell Row,Pull,60,6,360,69.68641115,Strength
6/19/2022,Barbell Overhead Press,Push,45,6,270,52.26480836,Strength
6/19/2022,Barbell Overhead Press,Push,45,6,270,52.26480836,Strength
6/19/2022,Barbell Overhead Press,Push,45,6,270,52.26480836,Strength
6/19/2022,Barbell Overhead Press,Push,45,6,270,52.26480836,Strength
6/21/2022,Barbell Deadlift,Hinge,95,3,285,100.5929691,Strength
6/21/2022,Barbell Deadlift,Hinge,95,3,285,100.5929691,Strength
6/21/2022,Barbell Deadlift,Hinge,95,3,285,100.5929691,Strength
6/21/2022,Barbell Deadlift,Hinge,95,4,380,103.6439014,Strength
6/21/2022,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
6/21/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/21/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/21/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/21/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/21/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/23/2022,Barbell Bench Press,Push,60,2,120,61.71569636,Strength
6/23/2022,Barbell Bench Press,Push,60,2,120,61.71569636,Strength
6/23/2022,Barbell Bench Press,Push,60,2,120,61.71569636,Strength
6/23/2022,Barbell Bench Press,Push,60,2,120,61.71569636,Strength
6/23/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
6/23/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
6/23/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
6/23/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
6/23/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/23/2022,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
6/23/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
6/23/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
6/23/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
6/23/2022,Barbell Row,Pull,65,3,195,68.82676832,Strength
6/23/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/25/2022,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
6/25/2022,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
6/25/2022,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
6/25/2022,Barbell Deadlift,Hinge,100,3,300,105.8873359,Strength
6/25/2022,Barbell Deadlift,Hinge,100,3,300,105.8873359,Strength
6/25/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/25/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/25/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
6/25/2022,Barbell Squat,Legs,65,3,195,68.82676832,Strength
6/25/2022,Barbell Squat,Legs,65,3,195,68.82676832,Strength
6/26/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
6/26/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
6/26/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
6/26/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
6/26/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
6/26/2022,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
6/26/2022,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
6/26/2022,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
6/26/2022,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
6/26/2022,Barbell Bench Press,Push,60,3,180,63.53240152,Strength
6/26/2022,Barbell Row,Pull,60,6,360,69.68641115,Strength
6/26/2022,Barbell Row,Pull,60,6,360,69.68641115,Strength
6/26/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
6/26/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
6/26/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
6/28/2022,Barbell Deadlift,Hinge,95,5,475,106.8856886,Strength
6/28/2022,Barbell Deadlift,Hinge,100,4,400,109.0988436,Strength
6/28/2022,Barbell Deadlift,Hinge,100,4,400,109.0988436,Strength
6/28/2022,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
6/28/2022,Barbell Deadlift,Hinge,105,4,420,114.5537857,Strength
7/2/2022,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
7/2/2022,Barbell Deadlift,Hinge,100,5,500,112.5112511,Strength
7/2/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
7/2/2022,Barbell Deadlift,Hinge,105,5,525,118.1368137,Strength
7/2/2022,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
7/2/2022,Barbell Deadlift,Hinge,115,2,230,118.288418,Strength
7/2/2022,Barbell Squat,Legs,60,5,300,67.50675068,Strength
7/2/2022,Barbell Squat,Legs,65,3,195,68.82676832,Strength
7/2/2022,Barbell Squat,Legs,65,3,195,68.82676832,Strength
7/2/2022,Barbell Squat,Legs,65,3,195,68.82676832,Strength
7/2/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/3/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/3/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/3/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/3/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/3/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/3/2022,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
7/3/2022,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
7/3/2022,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
7/3/2022,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
7/3/2022,Barbell Bench Press,Push,60,4,240,65.45930613,Strength
7/5/2022,Barbell Deadlift,Hinge,105,4,420,114.5537857,Strength
7/5/2022,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
7/5/2022,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
7/5/2022,Barbell Deadlift,Hinge,110,3,330,116.4760695,Strength
7/5/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
7/5/2022,Barbell Squat,Legs,65,4,260,70.91424831,Strength
7/5/2022,Barbell Squat,Legs,65,4,260,70.91424831,Strength
7/5/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/8/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/8/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/8/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/8/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/8/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/8/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/8/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/8/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/8/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/8/2022,Barbell Overhead Press,Push,50,4,200,54.54942178,Strength
7/8/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
7/8/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
7/8/2022,Barbell Row,Pull,55,5,275,61.88118812,Strength
7/8/2022,Barbell Row,Pull,60,3,180,63.53240152,Strength
7/8/2022,Barbell Row,Pull,60,3,180,63.53240152,Strength
7/9/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
7/9/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
7/9/2022,Barbell Deadlift,Hinge,110,4,440,120.0087279,Strength
7/9/2022,Barbell Deadlift,Hinge,110,5,550,123.7623762,Strength
7/9/2022,Barbell Deadlift,Hinge,110,5,550,123.7623762,Strength
7/9/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/9/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/9/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/9/2022,Barbell Squat,Legs,70,2,140,72.00164575,Strength
7/9/2022,Barbell Squat,Legs,70,2,140,72.00164575,Strength
7/10/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/10/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/10/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/10/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/10/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/10/2022,Barbell Row,Pull,60,3,180,63.53240152,Strength
7/10/2022,Barbell Row,Pull,60,3,180,63.53240152,Strength
7/10/2022,Barbell Row,Pull,60,3,180,63.53240152,Strength
7/10/2022,Barbell Row,Pull,60,4,240,65.45930613,Strength
7/10/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
7/10/2022,Barbell Overhead Press,Push,45,5,225,50.63006301,Strength
7/10/2022,Barbell Overhead Press,Push,50,3,150,52.94366794,Strength
7/10/2022,Barbell Overhead Press,Push,50,4,200,54.54942178,Strength
7/10/2022,Barbell Overhead Press,Push,50,4,200,54.54942178,Strength
7/10/2022,Barbell Overhead Press,Push,50,4,200,54.54942178,Strength
7/12/2022,Barbell Deadlift,Hinge,110,5,550,123.7623762,Strength
7/12/2022,Barbell Deadlift,Hinge,110,5,550,123.7623762,Strength
7/12/2022,Barbell Deadlift,Hinge,110,5,550,123.7623762,Strength
7/12/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
7/12/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
7/12/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/12/2022,Barbell Squat,Legs,70,2,140,72.00164575,Strength
7/12/2022,Barbell Squat,Legs,70,2,140,72.00164575,Strength
7/12/2022,Barbell Squat,Legs,70,2,140,72.00164575,Strength
7/12/2022,Barbell Squat,Legs,70,2,140,72.00164575,Strength
7/16/2022,Barbell Deadlift,Hinge,115,4,460,125.4636701,Strength
7/16/2022,Barbell Deadlift,Hinge,115,4,460,125.4636701,Strength
7/16/2022,Barbell Deadlift,Hinge,115,4,460,125.4636701,Strength
7/16/2022,Barbell Deadlift,Hinge,115,4,460,125.4636701,Strength
7/16/2022,Barbell Deadlift,Hinge,117.5,2,235,120.8599054,Strength
7/16/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
7/16/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
7/16/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
7/16/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
7/16/2022,Barbell Squat,Legs,70,3,210,74.12113511,Strength
7/17/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Strength
7/17/2022,Barbell Bench Press,Push,62.5,2,125,64.28718371,Strength
7/17/2022,Barbell Bench Press,Push,62.5,2,125,64.28718371,Strength
7/17/2022,Barbell Bench Press,Push,62.5,2,125,64.28718371,Strength
7/17/2022,Barbell Bench Press,Push,62.5,2,125,64.28718371,Strength
7/17/2022,Barbell Overhead Press,Push,47.5,3,142.5,50.29648454,Strength
7/17/2022,Barbell Overhead Press,Push,47.5,3,142.5,50.29648454,Strength
7/17/2022,Barbell Overhead Press,Push,47.5,3,142.5,50.29648454,Strength
7/17/2022,Barbell Overhead Press,Push,47.5,3,142.5,50.29648454,Strength
7/17/2022,Barbell Overhead Press,Push,47.5,3,142.5,50.29648454,Strength
7/17/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
7/17/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
7/17/2022,Barbell Row,Pull,60,5,300,67.50675068,Strength
7/17/2022,Barbell Row,Pull,62.5,4,250,68.18677722,Strength
7/17/2022,Barbell Row,Pull,62.5,4,250,68.18677722,Strength
7/22/2022,Barbell Deadlift,Hinge,115,5,575,129.3879388,Strength
7/22/2022,Barbell Deadlift,Hinge,115,5,575,129.3879388,Strength
7/22/2022,Barbell Deadlift,Hinge,115,5,575,129.3879388,Strength
7/22/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
7/22/2022,Barbell Deadlift,Hinge,115,3,345,121.7704363,Strength
7/22/2022,Barbell Squat,Legs,70,4,280,76.36919049,Strength
7/22/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/22/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/22/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/22/2022,Barbell Squat,Legs,65,5,325,73.13231323,Strength
7/24/2022,Barbell Bench Press,Push,55,7,385,66.01056169,Hypertrophy
7/24/2022,Barbell Bench Press,Push,55,7,385,66.01056169,Hypertrophy
7/24/2022,Barbell Bench Press,Push,55,7,385,66.01056169,Hypertrophy
7/24/2022,Barbell Bench Press,Push,55,7,385,66.01056169,Hypertrophy
7/24/2022,Barbell Overhead Press,Push,40,7,280,48.00768123,Hypertrophy
7/24/2022,Barbell Overhead Press,Push,40,8,320,49.66476285,Hypertrophy
7/24/2022,Barbell Overhead Press,Push,40,8,320,49.66476285,Hypertrophy
7/24/2022,Barbell Overhead Press,Push,40,8,320,49.66476285,Hypertrophy
7/24/2022,Barbell Row,Pull,55,7,385,66.01056169,Hypertrophy
7/24/2022,Barbell Row,Pull,55,7,385,66.01056169,Hypertrophy
7/24/2022,Barbell Row,Pull,55,7,385,66.01056169,Hypertrophy
7/24/2022,Barbell Row,Pull,55,7,385,66.01056169,Hypertrophy
7/26/2022,Barbell Deadlift,Hinge,105,8,840,130.3700025,Hypertrophy
7/26/2022,Barbell Deadlift,Hinge,105,8,840,130.3700025,Hypertrophy
7/26/2022,Barbell Deadlift,Hinge,110,6,660,127.7584204,Hypertrophy
7/26/2022,Barbell Deadlift,Hinge,110,6,660,127.7584204,Hypertrophy
7/26/2022,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
7/26/2022,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
7/26/2022,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
7/26/2022,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
7/30/2022,Barbell Deadlift,Hinge,110,6,660,127.7584204,Hypertrophy
7/30/2022,Barbell Deadlift,Hinge,110,6,660,127.7584204,Hypertrophy
7/30/2022,Barbell Deadlift,Hinge,110,6,660,127.7584204,Hypertrophy
7/30/2022,Barbell Deadlift,Hinge,110,6,660,127.7584204,Hypertrophy
7/30/2022,Barbell Squat,Legs,62.5,6,375,72.59001161,Hypertrophy
7/30/2022,Barbell Squat,Legs,62.5,6,375,72.59001161,Hypertrophy
7/30/2022,Barbell Squat,Legs,62.5,6,375,72.59001161,Hypertrophy
7/30/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/2/2022,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
8/2/2022,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
8/2/2022,Barbell Deadlift,Hinge,100,6,600,116.1440186,Hypertrophy
8/2/2022,Barbell Deadlift,Hinge,100,6,600,116.1440186,Hypertrophy
8/2/2022,Barbell Squat,Legs,70,3,210,74.12113511,Hypertrophy
8/2/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/2/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/2/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/5/2022,Barbell Squat,Legs,60,8,480,74.49714428,Hypertrophy
8/5/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/5/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/5/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/7/2022,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
8/7/2022,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
8/7/2022,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
8/7/2022,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
8/7/2022,Barbell Row,Pull,55,8,440,68.28904892,Hypertrophy
8/7/2022,Barbell Row,Pull,55,8,440,68.28904892,Hypertrophy
8/7/2022,Barbell Row,Pull,55,8,440,68.28904892,Hypertrophy
8/7/2022,Barbell Row,Pull,55,8,440,68.28904892,Hypertrophy
8/7/2022,Barbell Overhead Press,Push,45,6,270,52.26480836,Hypertrophy
8/7/2022,Barbell Overhead Press,Push,42.5,6,255,49.3612079,Hypertrophy
8/7/2022,Barbell Overhead Press,Push,42.5,6,255,49.3612079,Hypertrophy
8/7/2022,Barbell Overhead Press,Push,42.5,6,255,49.3612079,Hypertrophy
8/9/2022,Barbell Deadlift,Hinge,100,6,600,116.1440186,Hypertrophy
8/9/2022,Barbell Deadlift,Hinge,100,6,600,116.1440186,Hypertrophy
8/9/2022,Barbell Deadlift,Hinge,100,6,600,116.1440186,Hypertrophy
8/9/2022,Barbell Deadlift,Hinge,100,6,600,116.1440186,Hypertrophy
8/9/2022,Barbell Squat,Legs,65,7,455,78.012482,Hypertrophy
8/9/2022,Barbell Squat,Legs,65,7,455,78.012482,Hypertrophy
8/9/2022,Barbell Squat,Legs,65,7,455,78.012482,Hypertrophy
8/9/2022,Barbell Squat,Legs,65,7,455,78.012482,Hypertrophy
8/11/2022,Barbell Bench Press,Push,60,6,360,69.68641115,Hypertrophy
8/11/2022,Barbell Bench Press,Push,60,6,360,69.68641115,Hypertrophy
8/11/2022,Barbell Bench Press,Push,60,6,360,69.68641115,Hypertrophy
8/11/2022,Barbell Bench Press,Push,60,6,360,69.68641115,Hypertrophy
8/11/2022,Barbell Row,Pull,60,6,360,69.68641115,Hypertrophy
8/11/2022,Barbell Row,Pull,60,6,360,69.68641115,Hypertrophy
8/11/2022,Barbell Row,Pull,60,6,360,69.68641115,Hypertrophy
8/11/2022,Barbell Row,Pull,60,6,360,69.68641115,Hypertrophy
8/11/2022,Barbell Overhead Press,Push,42.5,7,297.5,51.00816131,Hypertrophy
8/11/2022,Barbell Overhead Press,Push,42.5,7,297.5,51.00816131,Hypertrophy
8/11/2022,Barbell Overhead Press,Push,42.5,7,297.5,51.00816131,Hypertrophy
8/11/2022,Barbell Overhead Press,Push,42.5,7,297.5,51.00816131,Hypertrophy
8/18/2022,Barbell Deadlift,Hinge,105,6,630,121.9512195,Hypertrophy
8/18/2022,Barbell Deadlift,Hinge,105,6,630,121.9512195,Hypertrophy
8/18/2022,Barbell Deadlift,Hinge,105,6,630,121.9512195,Hypertrophy
8/18/2022,Barbell Deadlift,Hinge,105,6,630,121.9512195,Hypertrophy
8/18/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/18/2022,Barbell Squat,Legs,70,4,280,76.36919049,Hypertrophy
8/18/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/18/2022,Barbell Squat,Legs,65,6,390,75.49361208,Hypertrophy
8/20/2022,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
8/20/2022,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
8/20/2022,Barbell Squat,Legs,65,8,520,80.70523963,Hypertrophy
8/20/2022,Barbell Squat,Legs,70,4,280,76.36919049,Hypertrophy
8/21/2022,Barbell Bench Press,Push,60,5,300,67.50675068,Hypertrophy
8/21/2022,Barbell Bench Press,Push,57.5,7,402.5,69.01104177,Hypertrophy
8/21/2022,Barbell Bench Press,Push,57.5,7,402.5,69.01104177,Hypertrophy
8/21/2022,Barbell Bench Press,Push,57.5,7,402.5,69.01104177,Hypertrophy
8/21/2022,Barbell Overhead Press,Push,42.5,8,340,52.76881053,Hypertrophy
8/21/2022,Barbell Overhead Press,Push,42.5,8,340,52.76881053,Hypertrophy
8/21/2022,Barbell Overhead Press,Push,42.5,8,340,52.76881053,Hypertrophy
8/21/2022,Barbell Overhead Press,Push,42.5,7,297.5,51.00816131,Hypertrophy
8/21/2022,Barbell Row,Pull,63,5,315,70.88208821,Hypertrophy
8/21/2022,Barbell Row,Pull,63,5,315,70.88208821,Hypertrophy
8/21/2022,Barbell Row,Pull,63,4,252,68.73227144,Hypertrophy
8/21/2022,Barbell Row,Pull,63,4,252,68.73227144,Hypertrophy
8/23/2022,Barbell Deadlift,Hinge,105,6,630,121.9512195,Hypertrophy
8/23/2022,Barbell Deadlift,Hinge,105,6,630,121.9512195,Hypertrophy
8/23/2022,Barbell Deadlift,Hinge,105,6,630,121.9512195,Hypertrophy
8/23/2022,Barbell Deadlift,Hinge,105,6,630,121.9512195,Hypertrophy
8/23/2022,Barbell Squat,Legs,70,4,280,76.36919049,Hypertrophy
8/23/2022,Barbell Squat,Legs,70,4,280,76.36919049,Hypertrophy
8/23/2022,Barbell Squat,Legs,70,4,280,76.36919049,Hypertrophy
8/23/2022,Barbell Squat,Legs,70,4,280,76.36919049,Hypertrophy
8/25/2022,Barbell Bench Press,Push,55,8,440,68.28904892,Hypertrophy
8/25/2022,Barbell Bench Press,Push,60,6,360,69.68641115,Hypertrophy
8/25/2022,Barbell Bench Press,Push,60,6,360,69.68641115,Hypertrophy
8/25/2022,Barbell Bench Press,Push,60,7,420,72.01152184,Hypertrophy
8/25/2022,Barbell Row,Pull,60,6,360,69.68641115,Hypertrophy
8/25/2022,Barbell Row,Pull,60,6,360,69.68641115,Hypertrophy
8/25/2022,Barbell Row,Pull,60,6,360,69.68641115,Hypertrophy
8/25/2022,Barbell Row,Pull,60,7,420,72.01152184,Hypertrophy
8/26/2022,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
8/26/2022,Barbell Deadlift,Hinge,95,8,760,117.9538118,Hypertrophy
8/26/2022,Barbell Deadlift,Hinge,100,6,600,116.1440186,Hypertrophy
8/26/2022,Barbell Deadlift,Hinge,100,6,600,116.1440186,Hypertrophy
